"locus_tag","logFC","logCPM","LR","PValue","q.value"
"BW25113_4202",0.264200600815594,5.04189456026331,1.05464797958541,0.304439038693187,0.744277969453324
"BW25113_4203",0.319428874561052,7.18322628018781,2.494113124587,0.114272732312248,0.490042538657128
"BW25113_4204",0.217855800258409,9.00109115990433,1.4385471276538,0.230374591510704,0.654703624286738
"BW25113_4205",0.0338772219302511,8.30624767773489,0.0244608768922632,0.875717946587564,0.97368725228862
"BW25113_4206",0.362919513861864,7.74827652362095,3.69368370875261,0.0546188624753114,0.32359860766392
"BW25113_4207",0.142809157338617,7.45843451406052,0.515276214894338,0.472863699967104,0.847478239753375
"BW25113_4208",0.180647431752097,8.07316466036875,0.97915309190585,0.322407983598924,0.758907524774228
"BW25113_4209",0.181112356177715,6.87911805645562,0.761930465225117,0.382725062925417,0.799894953182662
"BW25113_4210",0.102622320103381,8.01520825237736,0.252643052795092,0.615220140863153,0.911064154595846
"BW25113_4211",-0.188369503509245,7.51909340578277,1.00492181029437,0.316122497443936,0.752502870770106
"BW25113_4212",0.147968759902978,6.61243676488792,0.40403353253242,0.525013490257593,0.873536418651006
"BW25113_4213",0.119604805991616,10.0205543679223,0.456199774642521,0.49940538972577,0.868653520464034
"BW25113_4214",0.164309978899546,8.55844033208658,0.841856916135796,0.358866231404073,0.786134600852941
"BW25113_4215",-0.157822074986253,3.30904945326617,0.0562528018629926,0.812519687100471,0.960414486558572
"BW25113_4216",-0.105452221622119,8.43121844843715,0.301236561071935,0.583108244607034,0.899409200207266
"BW25113_4217",0.148514484004411,7.08753610250135,0.593766241360517,0.440966420911451,0.828635863529593
"BW25113_4218",0.484556442133286,8.40760515312261,6.34703784094466,0.0117577461671001,0.12410610493747
"BW25113_4219",0.13170186103933,7.07537590444561,0.475909211133227,0.490281142323335,0.863235495891321
"BW25113_4220",-0.0454890194806052,9.02836966875666,0.0698351034490337,0.791577020591883,0.955471448583565
"BW25113_4221",-0.0169621078478911,9.85222228260972,0.00858935344174938,0.926158767637749,0.981519274157514
"BW25113_4222",-0.70716107489599,6.16544420553399,6.92720493289005,0.00848942610639736,0.0984135494588433
"BW25113_4224",0.622794044696261,6.8019863308044,9.84100835205432,0.00170663919264326,0.0291290629859239
"BW25113_4225",0.0803242578903691,6.59159416006213,0.076551133740419,0.782026785951418,0.952055109947413
"BW25113_4227",0.055910658996879,6.85217857982777,0.0809861935553274,0.775965374045357,0.950093130508518
"BW25113_4485",-0.199102472303266,7.47050173573047,0.938084060547904,0.332771059810325,0.76602839706022
"BW25113_4230",-0.094588478162126,7.15020253519813,0.123370991607042,0.725406751057459,0.940402869583539
"BW25113_4231",-0.34075377598497,7.0836231430196,2.52390942229151,0.112132281161608,0.486460175597649
"BW25113_4232",0.139342248286432,6.98367569975918,0.431428861118944,0.511288659532916,0.872903125796349
"BW25113_4233",-0.235809491925157,7.91561863864157,1.36313638148861,0.242994658071856,0.673567086058199
"BW25113_4234",-0.450944844008914,5.82740793538078,3.86051188510192,0.0494352438732621,0.309336604018181
"BW25113_4235",-0.101366196145878,8.3254689898736,0.311177716537121,0.576958389074615,0.896846688131305
"BW25113_4236",-0.343430907289379,5.79785405388113,1.25027481529314,0.263499995546019,0.70039660843942
"BW25113_4237",-0.581327393463203,6.8769383789927,6.74255415791401,0.00941397483423284,0.106967289122119
"BW25113_4238",0.0437673034270494,8.81869095476591,0.0604340768116352,0.805811175235474,0.959937221226459
"BW25113_4239",-0.734867209492533,7.14315456579844,9.54325139594408,0.00200685922754118,0.0328551524966028
"BW25113_4240",-0.258700980832872,8.24809857957329,1.79958866994193,0.179762230632355,0.595357507808966
"BW25113_4241",0.245255754145566,8.18430265950022,1.63556862112346,0.200934556838941,0.625308591846872
"BW25113_4702",-0.566321160458265,6.30935174418714,5.86718320830423,0.0154257150870502,0.147315579081329
"BW25113_4242",-0.0822627647445292,10.1794083577913,0.240542037697743,0.623814900435464,0.911064154595846
"BW25113_4243",-0.217588911393823,5.1693818130863,0.710452170730484,0.399293743037474,0.810327993426936
"BW25113_4244",0.716672745227677,6.68611356946928,10.6714307527783,0.0010880292744173,0.0201109927174552
"BW25113_4245",0.0374174882755251,7.52602450483518,0.0340216378826987,0.853660798348539,0.9708017260411
"BW25113_4246",-0.260463245568203,5.46589377434554,1.16038420258012,0.281385874456588,0.720714394920419
"BW25113_4248",0.309952954654205,6.86861345869555,2.52707026304729,0.111907822266857,0.486460175597649
